customer_id,Unnamed: 0,age,income,membership_days,total_amount,transaction_count,average_transaction_value,offer completed,offer received,offer viewed,completion_rate,bogo_completed,discount_completed,channel_web_count,channel_email_count,channel_mobile_count,channel_social_count,gender_F,gender_M,gender_O,cluster
102e9454054946fda62242d2e176fdce,35,69,57000.0,711,213.49,14.0,15.249285714285715,4.0,6.0,6.0,0.6666666666666666,4.0,0.0,7.0,10.0,10.0,5.0,True,False,False,1
8dabe2142cdf4013a6f4786edf8ab00f,37,56,68000.0,1537,167.67000000000002,9.0,18.630000000000003,2.0,3.0,2.0,0.6666666666666666,0.0,2.0,4.0,4.0,2.0,2.0,False,True,False,2
9f30b375d7bd4c62a884ffe7034e09ee,38,26,63000.0,348,73.38,21.0,3.494285714285714,2.0,3.0,3.0,0.6666666666666666,0.0,2.0,4.0,5.0,5.0,5.0,True,False,False,3
6e014185620b49bd98749f728747572f,40,75,40000.0,987,155.53,10.0,15.553,4.0,4.0,3.0,1.0,1.0,3.0,7.0,7.0,7.0,4.0,False,True,False,2
02c083884c7d45b39cc68e1314fec56c,41,20,30000.0,745,29.89,10.0,2.989,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,True,False,False,0
c0d210398dee4a0895b24444a5fcd1d2,42,45,33000.0,19,61.25,8.0,7.65625,3.0,5.0,5.0,0.6,2.0,1.0,8.0,8.0,8.0,5.0,False,True,False,2
8b70ca1f5f5a45bdac2ac2f990b71526,43,61,98000.0,247,234.43,8.0,29.30375,4.0,5.0,4.0,0.8,2.0,2.0,8.0,8.0,8.0,5.0,False,True,False,1
8e7c7465e98c43d8a01f51e2b5c29542,46,69,37000.0,1772,32.72,12.0,2.7266666666666666,1.0,5.0,3.0,0.2,0.0,1.0,2.0,4.0,3.0,3.0,True,False,False,3
57dd18ec5ddc46828afb81ec5977bef2,47,54,80000.0,534,249.4,9.0,27.711111111111112,3.0,6.0,5.0,0.5,2.0,1.0,7.0,8.0,8.0,7.0,True,False,False,1
be8a5d1981a2458d90b255ddc7e0d174,48,39,51000.0,1521,51.91,14.0,3.707857142857143,1.0,5.0,3.0,0.2,1.0,0.0,3.0,4.0,4.0,4.0,False,True,False,2
3f89b8f80ebc4f94b7074f28071aa8d4,49,41,41000.0,1039,62.510000000000005,18.0,3.472777777777778,3.0,4.0,2.0,0.75,1.0,2.0,4.0,5.0,5.0,3.0,True,False,False,3
a3b9b4bf115e4564933ea2e4bc936843,50,79,48000.0,1198,152.0,15.0,10.133333333333333,2.0,4.0,2.0,0.5,1.0,1.0,2.0,4.0,4.0,2.0,True,False,False,3
7584948ea6d04f94b8798624706261c2,51,66,38000.0,109,56.08,5.0,11.216,1.0,4.0,4.0,0.25,1.0,0.0,3.0,5.0,5.0,3.0,True,False,False,3
e9844d5beac04bf8b8d3ad18f7e37fca,52,56,52000.0,395,87.11,7.0,12.444285714285714,3.0,3.0,1.0,1.0,0.0,3.0,4.0,4.0,2.0,2.0,True,False,False,3
f247806381704ea58c1b06f60602a6ae,53,39,56000.0,1464,150.23000000000002,13.0,11.556153846153848,3.0,5.0,3.0,0.6,1.0,2.0,5.0,6.0,6.0,3.0,True,False,False,3
9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,55,42,96000.0,921,320.48,12.0,26.706666666666667,4.0,4.0,4.0,1.0,1.0,3.0,8.0,8.0,6.0,4.0,False,True,False,1
fe8264108d5b4f198453bbb1fa7ca6c9,58,78,93000.0,655,225.55,8.0,28.19375,5.0,5.0,5.0,1.0,3.0,2.0,8.0,10.0,8.0,8.0,True,False,False,1
186d6403f5824c739555b732f4af3f16,59,45,48000.0,293,17.0,6.0,2.833333333333333,0.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,False,True,False,0
8a87fda1a6644337b4394a4c3cd0946c,60,29,50000.0,817,38.17,12.0,3.1808333333333336,1.0,4.0,2.0,0.25,0.0,1.0,2.0,3.0,2.0,2.0,False,True,False,0
b7a66e629b134079a9bc7120c7b9947b,61,44,35000.0,305,150.23,18.0,8.34611111111111,4.0,4.0,4.0,1.0,1.0,3.0,8.0,8.0,8.0,8.0,False,True,False,1
ca82e1ebc759402c8ab95c341755bdf1,62,63,56000.0,13,121.62,9.0,13.513333333333334,3.0,3.0,3.0,1.0,1.0,2.0,4.0,6.0,6.0,4.0,False,True,False,2
54890f68699049c2a04d415abc25e717,63,36,56000.0,210,118.85,7.0,16.97857142857143,2.0,3.0,2.0,0.6666666666666666,0.0,2.0,3.0,4.0,3.0,3.0,False,True,False,2
ab66a363907e43e9a7cd535f1578245b,64,76,47000.0,134,22.65,6.0,3.775,1.0,5.0,3.0,0.2,0.0,1.0,4.0,4.0,4.0,4.0,True,False,False,3
d3f146b615514c6380b168bb3df5f05b,65,68,87000.0,337,177.18,8.0,22.1475,5.0,5.0,5.0,1.0,3.0,2.0,10.0,10.0,10.0,8.0,False,True,False,1
a5a6ef2b78a04ddc9f374dd7c7f60bff,66,75,52000.0,970,135.54,11.0,12.32181818181818,2.0,3.0,3.0,0.6666666666666666,1.0,1.0,4.0,5.0,5.0,1.0,False,True,False,2
2e87ba0fba1a4d1a8614af771f07a94d,67,67,76000.0,515,200.78,12.0,16.731666666666666,4.0,5.0,5.0,0.8,1.0,3.0,8.0,9.0,9.0,9.0,False,True,False,1
d8af520c4a8a4c77b921098d7d838c4d,68,77,51000.0,726,23.81,11.0,2.1645454545454546,0.0,5.0,4.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,False,True,False,0
39dbcf43e24d41f4bbf0f134157e0e1e,69,76,64000.0,1425,110.92,8.0,13.865,1.0,3.0,2.0,0.3333333333333333,0.0,1.0,2.0,3.0,3.0,1.0,False,True,False,0
b62e66ca4dcf4df39fd522e750a88d81,70,57,98000.0,169,27.24,1.0,27.24,2.0,3.0,0.0,0.6666666666666666,1.0,1.0,1.0,2.0,1.0,1.0,False,True,False,0
8c7df0c393db488aac3e58b06a7ea5f9,71,53,72000.0,750,167.88,9.0,18.65333333333333,5.0,6.0,4.0,0.8333333333333334,2.0,3.0,6.0,9.0,9.0,7.0,True,False,False,1
3a1242dda16248728e350c4bdeb21972,72,53,117000.0,572,303.2,10.0,30.32,5.0,5.0,4.0,1.0,4.0,1.0,7.0,9.0,9.0,7.0,True,False,False,1
8045834137dc47faa24f2c4547969f33,73,53,55000.0,273,20.18,8.0,2.5225,1.0,5.0,3.0,0.2,0.0,1.0,4.0,4.0,4.0,4.0,True,False,False,3
fb98ebe9e3e14afaa5b5db182b00b7ec,74,61,112000.0,258,67.25,2.0,33.625,2.0,5.0,5.0,0.4,0.0,2.0,7.0,7.0,7.0,5.0,True,False,False,3
5cd6577aca5d4b419e452f9f505ffce7,75,67,77000.0,684,155.73,8.0,19.46625,1.0,3.0,3.0,0.3333333333333333,0.0,1.0,3.0,4.0,4.0,2.0,True,False,False,3
99e9a1916821461ebd5d5048dc2dff7d,76,58,85000.0,182,290.42,15.0,19.36133333333333,4.0,4.0,4.0,1.0,1.0,3.0,8.0,8.0,6.0,6.0,True,False,False,1
e528ceb341964128aaf58a59733ec2af,77,46,36000.0,27,17.13,5.0,3.426,0.0,5.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,True,False,False,0
faf74115a43b4f718f4d4c0de116ee8a,78,30,41000.0,236,11.95,4.0,2.9875,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,False,True,False,0
0b73997a269247088b2a63355f53ee58,79,59,89000.0,340,45.400000000000006,2.0,22.700000000000003,2.0,6.0,4.0,0.3333333333333333,1.0,1.0,4.0,6.0,5.0,4.0,False,True,False,2
f44b44b53c0548d5b27c812fda4c358a,81,51,41000.0,938,75.96000000000001,20.0,3.798000000000001,3.0,6.0,4.0,0.5,1.0,2.0,7.0,7.0,6.0,6.0,False,True,False,2
6e04a90a0e074496b5f229eb1f553433,82,27,35000.0,197,29.56,12.0,2.4633333333333334,1.0,5.0,4.0,0.2,0.0,1.0,3.0,5.0,5.0,5.0,False,True,False,2
262ad0fb526a4d53b572007da60cce24,83,40,53000.0,149,8.17,5.0,1.634,0.0,4.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,False,True,False,0
a2b7a0b3487a4d779ddf4e11a034e2ee,85,73,91000.0,98,109.16,4.0,27.29,3.0,5.0,5.0,0.6,2.0,1.0,5.0,8.0,8.0,7.0,True,False,False,1
2c5c63e5124e417b8504f76c868a4190,86,74,107000.0,945,298.3,10.0,29.83,4.0,5.0,4.0,0.8,0.0,4.0,8.0,8.0,8.0,8.0,True,False,False,1
9d6da0a2ac54474e8ec986fd21cecef0,87,42,66000.0,978,136.94,7.0,19.562857142857144,2.0,3.0,2.0,0.6666666666666666,0.0,2.0,4.0,4.0,3.0,2.0,False,True,False,2
571b739ada3041fb8fbd20f23ce034f7,88,78,58000.0,988,126.94,10.0,12.694,3.0,6.0,6.0,0.5,3.0,0.0,8.0,9.0,9.0,7.0,False,True,False,1
816afd4505d047cf893275fbfe825590,89,54,53000.0,578,57.03,18.0,3.168333333333333,2.0,6.0,5.0,0.3333333333333333,0.0,2.0,4.0,7.0,7.0,7.0,True,False,False,3
13b7b2eccf664a329d83d2a238a9a11d,90,70,74000.0,43,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,True,False,False,0
68eee228713c429ebe1300155ad1fb33,91,49,57000.0,474,184.78,10.0,18.478,3.0,5.0,5.0,0.6,2.0,1.0,4.0,8.0,8.0,6.0,True,False,False,1
ffc6c9fbe34b4578911dcdf6745b4c74,92,62,57000.0,107,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,True,False,False,0
cbebad9819494b479dbf0c1207b4c0c5,93,64,70000.0,508,140.34,9.0,15.593333333333334,4.0,4.0,4.0,1.0,1.0,3.0,8.0,8.0,6.0,6.0,False,True,False,1
4264b1d027cc493281bba4f44bfedaca,94,89,87000.0,254,248.63,9.0,27.62555555555556,4.0,4.0,3.0,1.0,0.0,4.0,7.0,7.0,6.0,4.0,True,False,False,3
0ba6e2ad781c4429afd26cf0b35f2d11,95,73,51000.0,116,23.43,9.0,2.603333333333333,1.0,5.0,4.0,0.2,0.0,1.0,3.0,5.0,5.0,5.0,False,True,False,2
b5abc1e85be84f43937b4fca0ad238cb,97,50,93000.0,446,297.29,12.0,24.77416666666667,4.0,5.0,5.0,0.8,1.0,3.0,8.0,9.0,9.0,7.0,True,False,False,1
1c587de019994f93a242c6864fd7bc55,98,90,98000.0,959,80.03,3.0,26.676666666666662,1.0,4.0,1.0,0.25,1.0,0.0,0.0,2.0,2.0,2.0,True,False,False,3
3f4e408b0b2d4ea89dd16d7437d867c1,99,68,84000.0,725,34.04,2.0,17.02,1.0,5.0,0.0,0.2,0.0,1.0,1.0,1.0,1.0,0.0,True,False,False,0
13bda8fbd70a4814b956df1d55320398,100,60,64000.0,535,44.14,12.0,3.678333333333333,1.0,3.0,2.0,0.3333333333333333,1.0,0.0,3.0,3.0,3.0,2.0,False,True,False,0
b19c8e7ac2ff40ae92b4fcf3247f8912,101,45,54000.0,345,11.51,6.0,1.9183333333333328,0.0,5.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,False,True,False,0
21c73d53e2a74bb1b4dc172bff2b1aad,102,66,49000.0,914,200.93,18.0,11.162777777777778,5.0,6.0,5.0,0.8333333333333334,2.0,3.0,10.0,10.0,10.0,8.0,False,True,False,1
1abeb816d9fa49b4b5b5ae51bc3d24c3,105,19,73000.0,649,202.75,11.0,18.431818181818183,3.0,5.0,3.0,0.6,1.0,2.0,6.0,6.0,6.0,4.0,True,False,False,3
92e07c49ee7448fca6e48df0c96e3eec,106,66,58000.0,160,163.53,10.0,16.353,3.0,5.0,4.0,0.6,2.0,1.0,5.0,7.0,7.0,4.0,True,False,False,3
f8aedd0cbea0419c806842b4265b82e5,107,72,72000.0,714,201.92,12.0,16.826666666666664,6.0,6.0,5.0,1.0,4.0,2.0,8.0,11.0,11.0,11.0,True,False,False,1
a9780228a1d04539afdee8b745e4be10,109,76,63000.0,840,224.76,13.0,17.28923076923077,4.0,5.0,5.0,0.8,1.0,3.0,9.0,9.0,7.0,6.0,False,True,False,1
94f14dcfedba47e18b7efca13dd7574b,110,52,78000.0,437,117.92,6.0,19.65333333333333,5.0,5.0,3.0,1.0,3.0,2.0,7.0,8.0,8.0,5.0,False,True,False,1
8a4bc602e4424ab6b16f0b907f2f22af,111,55,31000.0,228,30.73,5.0,6.145999999999999,1.0,4.0,2.0,0.25,1.0,0.0,2.0,3.0,3.0,2.0,False,True,False,0
6d28f18e91324d358d69d1e4b01f1ace,112,39,60000.0,310,705.5,12.0,58.79166666666666,3.0,4.0,4.0,0.75,2.0,1.0,6.0,7.0,7.0,5.0,True,False,False,1
52f0bd64403f4958ab8fe9a6947c13c3,113,45,44000.0,912,163.71,16.0,10.231875,5.0,6.0,2.0,0.8333333333333334,3.0,2.0,7.0,7.0,7.0,5.0,True,False,False,1
93e67942586e43fb87d5ffb1ead8db41,114,57,114000.0,387,184.82,8.0,23.1025,5.0,6.0,5.0,0.8333333333333334,4.0,1.0,8.0,10.0,10.0,10.0,True,False,False,1
e641af076cc54529bec6ab61fc25f4a6,115,74,48000.0,14,6.86,3.0,2.286666666666666,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,True,False,0
716a961d2afb4c1d8307522a8cbb4f07,116,18,47000.0,729,275.61,22.0,12.527727272727274,5.0,6.0,4.0,0.8333333333333334,1.0,4.0,9.0,9.0,9.0,8.0,False,True,False,1
13033baa9d294c3c9165a00d71b72614,117,53,96000.0,302,138.84,5.0,27.768,4.0,5.0,5.0,0.8,1.0,3.0,8.0,9.0,9.0,7.0,False,True,False,1
15953663abf54181adf1fd4c39442b85,118,59,98000.0,319,112.04,4.0,28.01,3.0,3.0,1.0,1.0,0.0,3.0,4.0,4.0,4.0,0.0,True,False,False,3
0ac5ffb0f1624297a453494b845e1a91,119,57,46000.0,1360,34.22,10.0,3.422,1.0,4.0,3.0,0.25,0.0,1.0,4.0,4.0,4.0,2.0,False,True,False,0
1a353048b0884fc5a0afa27677ef1e80,120,51,56000.0,347,40.94,7.0,5.848571428571428,2.0,5.0,4.0,0.4,1.0,1.0,4.0,6.0,6.0,5.0,True,False,False,3
2cf5895bddf9467e878c6d51a622d5fb,123,64,37000.0,279,51.37,7.0,7.338571428571428,3.0,5.0,5.0,0.6,2.0,1.0,7.0,8.0,8.0,6.0,True,False,False,1
6747dda08bed46298c23e05b64820a3a,124,71,57000.0,543,30.14,12.0,2.5116666666666667,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,False,True,False,0
f35b342b24734da18a830bb9329a4fbd,125,64,66000.0,461,50.35,4.0,12.5875,2.0,4.0,4.0,0.5,1.0,1.0,3.0,6.0,6.0,4.0,True,False,False,3
4c29d22467af4d7faa137c4eedd65340,126,83,46000.0,180,16.77,5.0,3.354,0.0,5.0,5.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,False,True,False,0
e997a086fc13446da2aa9070d98d191a,127,26,71000.0,227,13.8,4.0,3.45,0.0,5.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,False,True,False,0
17af917bb842480e925e49a8ca08c1f8,129,29,58000.0,127,30.48,12.0,2.54,1.0,5.0,5.0,0.2,0.0,1.0,4.0,6.0,6.0,6.0,True,False,False,3
bf8d7498eb32431ab3fedaa14b7d3a0d,130,43,70000.0,314,2.03,1.0,2.03,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,False,True,False,0
3dae0eadb47149b0b9b548d14548524b,131,89,65000.0,193,124.82,7.0,17.83142857142857,3.0,4.0,4.0,0.75,1.0,2.0,4.0,7.0,7.0,5.0,True,False,False,3
5404741ead9442bdbd4b9aa2273e85af,132,49,79000.0,69,24.93,2.0,12.465,2.0,5.0,5.0,0.4,1.0,1.0,7.0,7.0,6.0,3.0,True,False,False,3
81e9ad5fa55a4884b65e01a5db8f1b4e,133,79,67000.0,759,317.03,18.0,17.612777777777776,3.0,4.0,3.0,0.75,3.0,0.0,2.0,6.0,6.0,6.0,False,True,False,2
b2f1cd155b864803ad8334cdf13c4bd2,134,55,94000.0,283,195.35,8.0,24.41875,3.0,5.0,5.0,0.6,1.0,2.0,5.0,8.0,8.0,7.0,True,False,False,1
37a97f6e09784a07bbb67bc6539f1a00,135,55,66000.0,235,272.23,19.0,14.327894736842106,2.0,5.0,3.0,0.4,2.0,0.0,1.0,5.0,5.0,4.0,False,True,False,2
77927096ab4144fa930b4cadd4773cc2,136,45,31000.0,292,16.46,5.0,3.2920000000000003,0.0,4.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,False,True,False,0
acbc358a8bf44ba88d0de1f2bec5b2ab,137,52,30000.0,177,9.8,5.0,1.96,0.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,False,True,False,0
8ca29d07b300474786a6016fe76174dd,138,39,55000.0,843,156.54,9.0,17.39333333333333,4.0,4.0,3.0,1.0,4.0,0.0,7.0,7.0,7.0,6.0,False,True,False,1
88baa20c29a94178a43a7d68e5f039d4,139,77,69000.0,24,60.25,3.0,20.08333333333333,1.0,4.0,2.0,0.25,0.0,1.0,2.0,3.0,2.0,2.0,False,True,False,0
a2bd377c7ab74d93bbfd87f70043a9f8,140,66,60000.0,17,30.9,6.0,5.15,2.0,5.0,3.0,0.4,1.0,1.0,3.0,5.0,5.0,4.0,False,True,False,2
23f9e3baf42b43148fee9bbbc3530c7a,141,69,87000.0,302,53.21,2.0,26.605,2.0,4.0,4.0,0.5,2.0,0.0,6.0,6.0,5.0,3.0,True,False,False,3
8486e692a5f94d179d507eaca848ecbd,142,74,53000.0,1436,55.13,4.0,13.7825,1.0,2.0,2.0,0.5,0.0,1.0,2.0,3.0,3.0,3.0,False,True,False,0
49f22e86d2db41878778d70958dc744e,144,75,87000.0,14,114.7,5.0,22.94,4.0,5.0,5.0,0.8,0.0,4.0,9.0,9.0,7.0,5.0,True,False,False,1
28de174a5c854dd1be3187dc6edae45b,145,59,85000.0,1051,193.1,7.0,27.58571428571429,4.0,6.0,5.0,0.6666666666666666,1.0,3.0,8.0,9.0,9.0,7.0,True,False,False,1
a1eb338ccbca4cc88c9366939f16d819,146,47,66000.0,1669,74.17,5.0,14.834,2.0,3.0,3.0,0.6666666666666666,1.0,1.0,3.0,5.0,5.0,2.0,False,True,False,2
220a39cdfd6b41268c43a2e588fcb7e0,147,20,69000.0,59,0.87,1.0,0.87,0.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,False,True,False,0
0c89378f14804b42b6e63e4dc26e8d3e,148,60,108000.0,456,127.28,4.0,31.82,2.0,4.0,4.0,0.5,1.0,1.0,5.0,6.0,6.0,4.0,False,True,False,2
464d2302b99b46ad8eb3e42e1b849c24,149,65,61000.0,133,24.000000000000004,6.0,4.000000000000001,3.0,5.0,2.0,0.6,0.0,3.0,5.0,5.0,5.0,5.0,False,True,False,2
3f36bc1d5fc0499b9f96f62348f0f9b0,150,33,43000.0,1192,19.78,8.0,2.4725,1.0,4.0,1.0,0.25,0.0,1.0,2.0,2.0,2.0,2.0,False,True,False,0
fe97aa22dd3e48c8b143116a8403dd52,151,39,67000.0,221,562.77,11.0,51.16090909090909,1.0,5.0,5.0,0.2,0.0,1.0,5.0,6.0,6.0,3.0,True,False,False,3
dbca75f289544e09836322ba2e104854,152,49,59000.0,54,38.26,6.0,6.376666666666666,1.0,3.0,2.0,0.3333333333333333,1.0,0.0,3.0,3.0,3.0,2.0,False,True,False,0
c863af14b3654499b1caea5e640136d2,153,68,58000.0,169,17.19,2.0,8.595,0.0,5.0,5.0,0.0,0.0,0.0,3.0,5.0,4.0,4.0,False,True,False,0
d7dc31e069124ef49e1bb937cb89f41c,154,42,80000.0,532,53.74,3.0,17.913333333333334,1.0,3.0,3.0,0.3333333333333333,1.0,0.0,3.0,4.0,4.0,3.0,False,True,False,0
1827da57bb924833a6f73c79b5f2bbc5,155,72,33000.0,55,8.14,5.0,1.628,0.0,6.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,False,True,False,0
721eb06ac285463aa6e1184e0ea9b7f0,156,18,49000.0,428,30.47,10.0,3.047,2.0,5.0,3.0,0.4,0.0,2.0,5.0,5.0,5.0,4.0,True,False,False,3
d594b1f288674594a02c8527e5837ade,157,32,42000.0,28,71.19,7.0,10.17,2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,2.0,True,False,False,3
0f54094029ca4107bfd36203aeb3ed14,158,67,50000.0,332,33.07,3.0,11.023333333333332,1.0,5.0,5.0,0.2,0.0,1.0,5.0,6.0,6.0,4.0,False,True,False,2
5f18c5754dc04baaa1267c823f877a85,159,52,42000.0,22,5.4,3.0,1.8,0.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,False,True,False,0
d8567f1400d8486cb31c6abba64389ec,160,38,64000.0,280,150.94,9.0,16.77111111111111,3.0,3.0,2.0,1.0,3.0,0.0,1.0,5.0,5.0,4.0,False,True,False,2
30fae86966114f6e83c3043b22b6b7c4,161,60,77000.0,132,106.91,5.0,21.382,5.0,6.0,5.0,0.8333333333333334,1.0,4.0,8.0,10.0,10.0,9.0,True,False,False,1
fd700397b7c8440baa70d5539926c5a0,162,62,77000.0,216,33.46,2.0,16.73,2.0,5.0,3.0,0.4,2.0,0.0,5.0,5.0,5.0,4.0,True,False,False,3
4293153650e04742b310ac06cd3810e9,163,55,51000.0,18,25.9,2.0,12.95,1.0,4.0,4.0,0.25,1.0,0.0,4.0,5.0,4.0,1.0,True,False,False,3
2ce2e03319c7446ca9c379b4589da19b,164,22,63000.0,89,19.8,6.0,3.3000000000000003,0.0,5.0,5.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,False,True,False,0
4d15a2a5ac134c58971b910b859bec24,165,34,41000.0,232,118.41,11.0,10.764545454545454,3.0,4.0,2.0,0.75,1.0,2.0,5.0,5.0,5.0,4.0,False,True,False,2
127cd9d95e6247e5b92bff64d6205a94,166,46,60000.0,1320,105.58,26.0,4.060769230769231,3.0,5.0,4.0,0.6,2.0,1.0,6.0,7.0,7.0,6.0,False,True,False,2
4e233f02eff840c7a3e5ec15d55d7d23,167,85,67000.0,0,22.18,5.0,4.436,1.0,3.0,2.0,0.3333333333333333,0.0,1.0,3.0,3.0,3.0,3.0,False,True,False,0
3ecb372184104ff7bad0f0f60cb56e29,168,51,85000.0,497,180.0,8.0,22.5,3.0,5.0,3.0,0.6,1.0,2.0,5.0,6.0,5.0,3.0,True,False,False,3
