customer_id,Unnamed: 0,gender,age,became_member_on,income,membership_days,total_amount,transaction_count,average_transaction_value,offer completed,offer received,offer viewed
7429a044884842d6862f516c38b1156f,28,F,46,2017-09-11,59000.0,318,2.88,1.0,2.88,0.0,4.0,1.0
ebe7ef46ea6f4963a7dd49f501b26779,29,M,59,2015-01-21,41000.0,1282,52.08,13.0,4.006153846153846,2.0,6.0,5.0
5917d13f6fa04286abdf95f4d5cefb1e,30,M,67,2014-08-23,96000.0,1433,206.88,8.0,25.86,4.0,4.0,3.0
d1ede868e29245ea91818a903fec04c6,31,O,53,2017-09-16,52000.0,313,18.740000000000002,5.0,3.748,1.0,5.0,3.0
1e9420836d554513ab90eba98552d0a9,32,M,22,2017-09-25,70000.0,304,106.38,6.0,17.73,4.0,6.0,6.0
868317b9be554cb18e50bc68484749a2,33,F,96,2017-11-17,89000.0,251,81.92,4.0,20.48,4.0,5.0,2.0
f082d80f0aac47a99173ba8ef8fc1909,34,M,40,2016-07-09,33000.0,747,40.94,14.0,2.924285714285714,1.0,6.0,4.0
102e9454054946fda62242d2e176fdce,35,F,69,2016-08-14,57000.0,711,213.49,14.0,15.249285714285715,4.0,6.0,6.0
8dabe2142cdf4013a6f4786edf8ab00f,37,M,56,2014-05-11,68000.0,1537,167.67000000000002,9.0,18.630000000000003,2.0,3.0,2.0
9f30b375d7bd4c62a884ffe7034e09ee,38,F,26,2017-08-12,63000.0,348,73.38,21.0,3.494285714285714,2.0,3.0,3.0
6e014185620b49bd98749f728747572f,40,M,75,2015-11-12,40000.0,987,155.53,10.0,15.553,4.0,4.0,3.0
02c083884c7d45b39cc68e1314fec56c,41,F,20,2016-07-11,30000.0,745,29.89,10.0,2.989,0.0,2.0,1.0
c0d210398dee4a0895b24444a5fcd1d2,42,M,45,2018-07-07,33000.0,19,61.25,8.0,7.65625,3.0,5.0,5.0
8b70ca1f5f5a45bdac2ac2f990b71526,43,M,61,2017-11-21,98000.0,247,234.43,8.0,29.30375,4.0,5.0,4.0
8e7c7465e98c43d8a01f51e2b5c29542,46,F,69,2013-09-18,37000.0,1772,32.72,12.0,2.7266666666666666,1.0,5.0,3.0
57dd18ec5ddc46828afb81ec5977bef2,47,F,54,2017-02-07,80000.0,534,249.4,9.0,27.711111111111112,3.0,6.0,5.0
be8a5d1981a2458d90b255ddc7e0d174,48,M,39,2014-05-27,51000.0,1521,51.91,14.0,3.7078571428571427,1.0,5.0,3.0
3f89b8f80ebc4f94b7074f28071aa8d4,49,F,41,2015-09-21,41000.0,1039,62.510000000000005,18.0,3.472777777777778,3.0,4.0,2.0
a3b9b4bf115e4564933ea2e4bc936843,50,F,79,2015-04-15,48000.0,1198,152.0,15.0,10.133333333333333,2.0,4.0,2.0
7584948ea6d04f94b8798624706261c2,51,F,66,2018-04-08,38000.0,109,56.08,5.0,11.216,1.0,4.0,4.0
e9844d5beac04bf8b8d3ad18f7e37fca,52,F,56,2017-06-26,52000.0,395,87.11,7.0,12.444285714285714,3.0,3.0,1.0
f247806381704ea58c1b06f60602a6ae,53,F,39,2014-07-23,56000.0,1464,150.23000000000002,13.0,11.556153846153848,3.0,5.0,3.0
9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,55,M,42,2016-01-17,96000.0,921,320.48,12.0,26.706666666666667,4.0,4.0,4.0
fe8264108d5b4f198453bbb1fa7ca6c9,58,F,78,2016-10-09,93000.0,655,225.54999999999998,8.0,28.193749999999998,5.0,5.0,5.0
186d6403f5824c739555b732f4af3f16,59,M,45,2017-10-06,48000.0,293,17.0,6.0,2.8333333333333335,0.0,4.0,2.0
8a87fda1a6644337b4394a4c3cd0946c,60,M,29,2016-04-30,50000.0,817,38.17,12.0,3.1808333333333336,1.0,4.0,2.0
b7a66e629b134079a9bc7120c7b9947b,61,M,44,2017-09-24,35000.0,305,150.23,18.0,8.34611111111111,4.0,4.0,4.0
ca82e1ebc759402c8ab95c341755bdf1,62,M,63,2018-07-13,56000.0,13,121.62,9.0,13.513333333333334,3.0,3.0,3.0
54890f68699049c2a04d415abc25e717,63,M,36,2017-12-28,56000.0,210,118.85000000000001,7.0,16.97857142857143,2.0,3.0,2.0
ab66a363907e43e9a7cd535f1578245b,64,F,76,2018-03-14,47000.0,134,22.65,6.0,3.775,1.0,5.0,3.0
d3f146b615514c6380b168bb3df5f05b,65,M,68,2017-08-23,87000.0,337,177.18,8.0,22.1475,5.0,5.0,5.0
a5a6ef2b78a04ddc9f374dd7c7f60bff,66,M,75,2015-11-29,52000.0,970,135.54,11.0,12.32181818181818,2.0,3.0,3.0
2e87ba0fba1a4d1a8614af771f07a94d,67,M,67,2017-02-26,76000.0,515,200.78,12.0,16.731666666666666,4.0,5.0,5.0
d8af520c4a8a4c77b921098d7d838c4d,68,M,77,2016-07-30,51000.0,726,23.81,11.0,2.1645454545454546,0.0,5.0,4.0
39dbcf43e24d41f4bbf0f134157e0e1e,69,M,76,2014-08-31,64000.0,1425,110.92,8.0,13.865,1.0,3.0,2.0
b62e66ca4dcf4df39fd522e750a88d81,70,M,57,2018-02-07,98000.0,169,27.24,1.0,27.24,2.0,3.0,0.0
8c7df0c393db488aac3e58b06a7ea5f9,71,F,53,2016-07-06,72000.0,750,167.88,9.0,18.653333333333332,5.0,6.0,4.0
3a1242dda16248728e350c4bdeb21972,72,F,53,2016-12-31,117000.0,572,303.2,10.0,30.32,5.0,5.0,4.0
8045834137dc47faa24f2c4547969f33,73,F,53,2017-10-26,55000.0,273,20.18,8.0,2.5225,1.0,5.0,3.0
fb98ebe9e3e14afaa5b5db182b00b7ec,74,F,61,2017-11-10,112000.0,258,67.25,2.0,33.625,2.0,5.0,5.0
5cd6577aca5d4b419e452f9f505ffce7,75,F,67,2016-09-10,77000.0,684,155.73,8.0,19.46625,1.0,3.0,3.0
99e9a1916821461ebd5d5048dc2dff7d,76,F,58,2018-01-25,85000.0,182,290.42,15.0,19.361333333333334,4.0,4.0,4.0
e528ceb341964128aaf58a59733ec2af,77,F,46,2018-06-29,36000.0,27,17.13,5.0,3.4259999999999997,0.0,5.0,3.0
faf74115a43b4f718f4d4c0de116ee8a,78,M,30,2017-12-02,41000.0,236,11.95,4.0,2.9875,0.0,2.0,2.0
0b73997a269247088b2a63355f53ee58,79,M,59,2017-08-20,89000.0,340,45.400000000000006,2.0,22.700000000000003,2.0,6.0,4.0
f44b44b53c0548d5b27c812fda4c358a,81,M,51,2015-12-31,41000.0,938,75.96000000000001,20.0,3.7980000000000005,3.0,6.0,4.0
6e04a90a0e074496b5f229eb1f553433,82,M,27,2018-01-10,35000.0,197,29.56,12.0,2.4633333333333334,1.0,5.0,4.0
262ad0fb526a4d53b572007da60cce24,83,M,40,2018-02-27,53000.0,149,8.17,5.0,1.634,0.0,4.0,3.0
a2b7a0b3487a4d779ddf4e11a034e2ee,85,F,73,2018-04-19,91000.0,98,109.16,4.0,27.29,3.0,5.0,5.0
2c5c63e5124e417b8504f76c868a4190,86,F,74,2015-12-24,107000.0,945,298.3,10.0,29.830000000000002,4.0,5.0,4.0
9d6da0a2ac54474e8ec986fd21cecef0,87,M,42,2015-11-21,66000.0,978,136.94,7.0,19.562857142857144,2.0,3.0,2.0
571b739ada3041fb8fbd20f23ce034f7,88,M,78,2015-11-11,58000.0,988,126.94,10.0,12.693999999999999,3.0,6.0,6.0
816afd4505d047cf893275fbfe825590,89,F,54,2016-12-25,53000.0,578,57.03,18.0,3.1683333333333334,2.0,6.0,5.0
13b7b2eccf664a329d83d2a238a9a11d,90,F,70,2018-06-13,74000.0,43,0.0,0.0,0.0,0.0,3.0,3.0
68eee228713c429ebe1300155ad1fb33,91,F,49,2017-04-08,57000.0,474,184.78,10.0,18.478,3.0,5.0,5.0
ffc6c9fbe34b4578911dcdf6745b4c74,92,F,62,2018-04-10,57000.0,107,0.0,0.0,0.0,0.0,3.0,2.0
cbebad9819494b479dbf0c1207b4c0c5,93,M,64,2017-03-05,70000.0,508,140.34,9.0,15.593333333333334,4.0,4.0,4.0
4264b1d027cc493281bba4f44bfedaca,94,F,89,2017-11-14,87000.0,254,248.63,9.0,27.625555555555554,4.0,4.0,3.0
0ba6e2ad781c4429afd26cf0b35f2d11,95,M,73,2018-04-01,51000.0,116,23.43,9.0,2.6033333333333335,1.0,5.0,4.0
b5abc1e85be84f43937b4fca0ad238cb,97,F,50,2017-05-06,93000.0,446,297.29,12.0,24.77416666666667,4.0,5.0,5.0
1c587de019994f93a242c6864fd7bc55,98,F,90,2015-12-10,98000.0,959,80.03,3.0,26.676666666666666,1.0,4.0,1.0
3f4e408b0b2d4ea89dd16d7437d867c1,99,F,68,2016-07-31,84000.0,725,34.04,2.0,17.02,1.0,5.0,0.0
13bda8fbd70a4814b956df1d55320398,100,M,60,2017-02-06,64000.0,535,44.14,12.0,3.6783333333333332,1.0,3.0,2.0
b19c8e7ac2ff40ae92b4fcf3247f8912,101,M,45,2017-08-15,54000.0,345,11.51,6.0,1.9183333333333332,0.0,5.0,3.0
21c73d53e2a74bb1b4dc172bff2b1aad,102,M,66,2016-01-24,49000.0,914,200.93,18.0,11.162777777777778,5.0,6.0,5.0
1abeb816d9fa49b4b5b5ae51bc3d24c3,105,F,19,2016-10-15,73000.0,649,202.75,11.0,18.431818181818183,3.0,5.0,3.0
92e07c49ee7448fca6e48df0c96e3eec,106,F,66,2018-02-16,58000.0,160,163.53,10.0,16.353,3.0,5.0,4.0
f8aedd0cbea0419c806842b4265b82e5,107,F,72,2016-08-11,72000.0,714,201.92,12.0,16.826666666666664,6.0,6.0,5.0
a9780228a1d04539afdee8b745e4be10,109,M,76,2016-04-07,63000.0,840,224.76,13.0,17.28923076923077,4.0,5.0,5.0
94f14dcfedba47e18b7efca13dd7574b,110,M,52,2017-05-15,78000.0,437,117.92,6.0,19.653333333333332,5.0,5.0,3.0
8a4bc602e4424ab6b16f0b907f2f22af,111,M,55,2017-12-10,31000.0,228,30.729999999999997,5.0,6.145999999999999,1.0,4.0,2.0
6d28f18e91324d358d69d1e4b01f1ace,112,F,39,2017-09-19,60000.0,310,705.5,12.0,58.791666666666664,3.0,4.0,4.0
52f0bd64403f4958ab8fe9a6947c13c3,113,F,45,2016-01-26,44000.0,912,163.71,16.0,10.231875,5.0,6.0,2.0
93e67942586e43fb87d5ffb1ead8db41,114,F,57,2017-07-04,114000.0,387,184.82,8.0,23.1025,5.0,6.0,5.0
e641af076cc54529bec6ab61fc25f4a6,115,M,74,2018-07-12,48000.0,14,6.86,3.0,2.2866666666666666,0.0,3.0,1.0
716a961d2afb4c1d8307522a8cbb4f07,116,M,18,2016-07-27,47000.0,729,275.61,22.0,12.527727272727274,5.0,6.0,4.0
13033baa9d294c3c9165a00d71b72614,117,M,53,2017-09-27,96000.0,302,138.84,5.0,27.768,4.0,5.0,5.0
15953663abf54181adf1fd4c39442b85,118,F,59,2017-09-10,98000.0,319,112.03999999999999,4.0,28.009999999999998,3.0,3.0,1.0
0ac5ffb0f1624297a453494b845e1a91,119,M,57,2014-11-04,46000.0,1360,34.22,10.0,3.4219999999999997,1.0,4.0,3.0
1a353048b0884fc5a0afa27677ef1e80,120,F,51,2017-08-13,56000.0,347,40.94,7.0,5.848571428571428,2.0,5.0,4.0
2cf5895bddf9467e878c6d51a622d5fb,123,F,64,2017-10-20,37000.0,279,51.37,7.0,7.338571428571428,3.0,5.0,5.0
6747dda08bed46298c23e05b64820a3a,124,M,71,2017-01-29,57000.0,543,30.14,12.0,2.5116666666666667,0.0,4.0,3.0
f35b342b24734da18a830bb9329a4fbd,125,F,64,2017-04-21,66000.0,461,50.349999999999994,4.0,12.587499999999999,2.0,4.0,4.0
4c29d22467af4d7faa137c4eedd65340,126,M,83,2018-01-27,46000.0,180,16.77,5.0,3.354,0.0,5.0,5.0
e997a086fc13446da2aa9070d98d191a,127,M,26,2017-12-11,71000.0,227,13.799999999999999,4.0,3.4499999999999997,0.0,5.0,3.0
17af917bb842480e925e49a8ca08c1f8,129,F,29,2018-03-21,58000.0,127,30.48,12.0,2.54,1.0,5.0,5.0
bf8d7498eb32431ab3fedaa14b7d3a0d,130,M,43,2017-09-15,70000.0,314,2.03,1.0,2.03,0.0,4.0,3.0
3dae0eadb47149b0b9b548d14548524b,131,F,89,2018-01-14,65000.0,193,124.82000000000001,7.0,17.83142857142857,3.0,4.0,4.0
5404741ead9442bdbd4b9aa2273e85af,132,F,49,2018-05-18,79000.0,69,24.93,2.0,12.465,2.0,5.0,5.0
81e9ad5fa55a4884b65e01a5db8f1b4e,133,M,79,2016-06-27,67000.0,759,317.03,18.0,17.612777777777776,3.0,4.0,3.0
b2f1cd155b864803ad8334cdf13c4bd2,134,F,55,2017-10-16,94000.0,283,195.35,8.0,24.41875,3.0,5.0,5.0
37a97f6e09784a07bbb67bc6539f1a00,135,M,55,2017-12-03,66000.0,235,272.23,19.0,14.327894736842106,2.0,5.0,3.0
77927096ab4144fa930b4cadd4773cc2,136,M,45,2017-10-07,31000.0,292,16.46,5.0,3.2920000000000003,0.0,4.0,3.0
acbc358a8bf44ba88d0de1f2bec5b2ab,137,M,52,2018-01-30,30000.0,177,9.799999999999999,5.0,1.9599999999999997,0.0,4.0,2.0
8ca29d07b300474786a6016fe76174dd,138,M,39,2016-04-04,55000.0,843,156.54,9.0,17.39333333333333,4.0,4.0,3.0
88baa20c29a94178a43a7d68e5f039d4,139,M,77,2018-07-02,69000.0,24,60.25,3.0,20.083333333333332,1.0,4.0,2.0
a2bd377c7ab74d93bbfd87f70043a9f8,140,M,66,2018-07-09,60000.0,17,30.9,6.0,5.1499999999999995,2.0,5.0,3.0
23f9e3baf42b43148fee9bbbc3530c7a,141,F,69,2017-09-27,87000.0,302,53.21,2.0,26.605,2.0,4.0,4.0
8486e692a5f94d179d507eaca848ecbd,142,M,74,2014-08-20,53000.0,1436,55.129999999999995,4.0,13.782499999999999,1.0,2.0,2.0
49f22e86d2db41878778d70958dc744e,144,F,75,2018-07-12,87000.0,14,114.7,5.0,22.94,4.0,5.0,5.0
28de174a5c854dd1be3187dc6edae45b,145,F,59,2015-09-09,85000.0,1051,193.10000000000002,7.0,27.58571428571429,4.0,6.0,5.0
a1eb338ccbca4cc88c9366939f16d819,146,M,47,2013-12-30,66000.0,1669,74.17,5.0,14.834,2.0,3.0,3.0
220a39cdfd6b41268c43a2e588fcb7e0,147,M,20,2018-05-28,69000.0,59,0.87,1.0,0.87,0.0,4.0,2.0
0c89378f14804b42b6e63e4dc26e8d3e,148,M,60,2017-04-26,108000.0,456,127.28,4.0,31.82,2.0,4.0,4.0
464d2302b99b46ad8eb3e42e1b849c24,149,M,65,2018-03-15,61000.0,133,24.000000000000004,6.0,4.000000000000001,3.0,5.0,2.0
3f36bc1d5fc0499b9f96f62348f0f9b0,150,M,33,2015-04-21,43000.0,1192,19.78,8.0,2.4725,1.0,4.0,1.0
fe97aa22dd3e48c8b143116a8403dd52,151,F,39,2017-12-17,67000.0,221,562.77,11.0,51.16090909090909,1.0,5.0,5.0
dbca75f289544e09836322ba2e104854,152,M,49,2018-06-02,59000.0,54,38.26,6.0,6.376666666666666,1.0,3.0,2.0
c863af14b3654499b1caea5e640136d2,153,M,68,2018-02-07,58000.0,169,17.19,2.0,8.595,0.0,5.0,5.0
d7dc31e069124ef49e1bb937cb89f41c,154,M,42,2017-02-09,80000.0,532,53.74,3.0,17.913333333333334,1.0,3.0,3.0
1827da57bb924833a6f73c79b5f2bbc5,155,M,72,2018-06-01,33000.0,55,8.14,5.0,1.6280000000000001,0.0,6.0,3.0
721eb06ac285463aa6e1184e0ea9b7f0,156,F,18,2017-05-24,49000.0,428,30.47,10.0,3.0469999999999997,2.0,5.0,3.0
d594b1f288674594a02c8527e5837ade,157,F,32,2018-06-28,42000.0,28,71.19,7.0,10.17,2.0,2.0,1.0
0f54094029ca4107bfd36203aeb3ed14,158,M,67,2017-08-28,50000.0,332,33.07,3.0,11.023333333333333,1.0,5.0,5.0
5f18c5754dc04baaa1267c823f877a85,159,M,52,2018-07-04,42000.0,22,5.4,3.0,1.8,0.0,5.0,2.0
d8567f1400d8486cb31c6abba64389ec,160,M,38,2017-10-19,64000.0,280,150.94,9.0,16.77111111111111,3.0,3.0,2.0
30fae86966114f6e83c3043b22b6b7c4,161,F,60,2018-03-16,77000.0,132,106.91000000000001,5.0,21.382,5.0,6.0,5.0
fd700397b7c8440baa70d5539926c5a0,162,F,62,2017-12-22,77000.0,216,33.46,2.0,16.73,2.0,5.0,3.0
4293153650e04742b310ac06cd3810e9,163,F,55,2018-07-08,51000.0,18,25.9,2.0,12.95,1.0,4.0,4.0
2ce2e03319c7446ca9c379b4589da19b,164,M,22,2018-04-28,63000.0,89,19.8,6.0,3.3000000000000003,0.0,5.0,5.0
4d15a2a5ac134c58971b910b859bec24,165,M,34,2017-12-06,41000.0,232,118.41,11.0,10.764545454545454,3.0,4.0,2.0
127cd9d95e6247e5b92bff64d6205a94,166,M,46,2014-12-14,60000.0,1320,105.58,26.0,4.060769230769231,3.0,5.0,4.0
4e233f02eff840c7a3e5ec15d55d7d23,167,M,85,2018-07-26,67000.0,0,22.18,5.0,4.436,1.0,3.0,2.0
3ecb372184104ff7bad0f0f60cb56e29,168,F,51,2017-03-16,85000.0,497,180.0,8.0,22.5,3.0,5.0,3.0
8a37057f57c4495fb98dfcc8b909b09f,170,F,53,2016-04-27,85000.0,820,177.09,8.0,22.13625,4.0,5.0,4.0
11da2f066d3943699d10b61fd276fd1a,171,M,51,2016-08-10,92000.0,715,330.92,15.0,22.061333333333334,5.0,5.0,5.0
21b02228cd4441b49bf0b5ff046f4b75,173,M,48,2015-06-01,44000.0,1151,58.18,18.0,3.232222222222222,2.0,5.0,4.0
629fc02d56414d91bca360decdfa9288,174,M,52,2018-06-05,72000.0,51,66.05,3.0,22.016666666666666,3.0,6.0,6.0
c87b50fcdd4a4d2faacff6112243a8dd,176,M,62,2016-03-05,53000.0,873,125.56,10.0,12.556000000000001,3.0,4.0,3.0
91dc71c4e9bd45b0861825c32f5ee8f9,177,M,42,2018-03-25,62000.0,123,12.120000000000001,4.0,3.0300000000000002,0.0,5.0,1.0
3bd5ba038a5c46cc94e8cd5e5739c967,178,M,55,2017-10-25,65000.0,274,16.69,7.0,2.3842857142857143,0.0,3.0,3.0
92214286965d4eb1ad14dc8b0b04a20f,179,F,27,2015-09-15,50000.0,1045,89.78,8.0,11.2225,2.0,4.0,4.0
37155a5f4ff248529399c95472186879,180,M,68,2018-05-30,107000.0,57,253.72,8.0,31.715,2.0,5.0,2.0
c84fe4915ef74c7f9e81b003d3ecf54c,181,F,74,2017-12-20,83000.0,218,25.69,1.0,25.69,1.0,2.0,1.0
041fd7c6b796430a867c4e03d2ff8f4d,182,M,77,2014-10-11,66000.0,1384,87.13,26.0,3.351153846153846,5.0,6.0,3.0
9e91e04b9a344f4e948728bf127967b6,183,M,35,2018-01-18,72000.0,189,261.56,14.0,18.68285714285714,5.0,5.0,3.0
348bdc19d65f49b8b98f72c59e64cd89,184,F,50,2017-11-08,69000.0,260,184.96,10.0,18.496000000000002,3.0,5.0,5.0
c74beaa959a742309ba8350b7d472676,185,M,45,2015-10-27,94000.0,1003,162.91,6.0,27.151666666666667,3.0,5.0,4.0
c79da41557894c7eacc5c0156dc1f4dc,186,M,82,2016-12-31,87000.0,572,155.64,8.0,19.455,0.0,2.0,2.0
8cc1a1bd309842bfaafd4483d994579b,187,M,40,2013-12-22,57000.0,1677,79.94999999999999,4.0,19.987499999999997,1.0,4.0,4.0
83e2ccc1d4374c14865e8e2cf16007dd,188,M,66,2018-06-17,34000.0,39,10.6,4.0,2.65,0.0,3.0,2.0
17c803219d1348d4a016691c947de0ed,189,M,52,2018-04-11,63000.0,106,6.18,2.0,3.09,0.0,3.0,2.0
791ffe6d3dc848d2b233129a8096f7ab,190,F,57,2016-03-29,89000.0,849,226.68,9.0,25.186666666666667,4.0,5.0,3.0
2204f8ff966f48db90246bd7b5918a7f,191,M,68,2016-06-29,69000.0,757,143.03,9.0,15.892222222222223,3.0,4.0,3.0
0b9cac742f534951b5af48395dfe6879,192,M,21,2018-03-03,52000.0,145,13.98,5.0,2.7960000000000003,2.0,4.0,3.0
b818e955451b47db9fc8767fa45e464e,193,M,61,2017-08-15,44000.0,345,17.7,8.0,2.2125,2.0,6.0,3.0
a9ecb39d93d74696a9d6ddd5355329ff,195,F,58,2018-03-17,54000.0,131,21.5,6.0,3.5833333333333335,0.0,5.0,2.0
0d18c37c8b58459f8aa6af2f7b541357,196,F,67,2018-06-14,54000.0,42,17.38,7.0,2.4828571428571427,0.0,4.0,3.0
d250372c924747d8ac9a8fa88f584bc3,197,M,24,2017-02-12,61000.0,529,155.42000000000002,10.0,15.542000000000002,2.0,5.0,2.0
3cea9c09fefb4c33ae2f0aa604af7eb4,199,M,26,2017-11-17,35000.0,251,10.1,4.0,2.525,0.0,5.0,3.0
87efa556dd48400cb4231a273e088bcf,200,F,71,2017-12-07,105000.0,231,212.27,9.0,23.58555555555556,4.0,4.0,3.0
4e4c47b460b1414c8ddd459b61f84b9e,201,F,69,2017-12-12,64000.0,226,146.49,9.0,16.276666666666667,4.0,5.0,4.0
accec36a10704e1fbaeb9b28b8bc5da8,202,M,81,2018-05-03,93000.0,84,0.0,0.0,0.0,0.0,6.0,6.0
d1a6fe4c241e4dbf8a4da6fd6c714ac5,203,M,62,2016-04-05,73000.0,842,232.19,11.0,21.10818181818182,3.0,5.0,5.0
1eed89c11cc749a4bb93d8cef032821d,204,M,38,2017-07-09,74000.0,382,796.77,8.0,99.59625,1.0,1.0,1.0
3f279ee9fd0d4195b0b9574ce0ae6923,205,M,61,2017-09-26,82000.0,303,62.650000000000006,3.0,20.883333333333336,1.0,3.0,1.0
2d40e25b82b94b37bbad2332e90a1034,206,F,52,2017-08-09,92000.0,351,23.59,1.0,23.59,3.0,4.0,4.0
9df2790f060d430e94f17189042e5671,207,M,50,2017-12-25,70000.0,213,218.67,10.0,21.866999999999997,3.0,4.0,4.0
ae47fbe72b274838a2093c3e91bc03dc,208,M,54,2017-02-16,118000.0,525,185.60999999999999,7.0,26.515714285714285,3.0,5.0,5.0
018b8f83176d471db63d9733c741fc8a,209,F,75,2018-05-02,109000.0,85,37.04,2.0,18.52,2.0,2.0,2.0
d2e88e95c0ae41c0980e4cfc10d162d8,210,M,82,2018-03-19,73000.0,129,36.3,8.0,4.5375,1.0,6.0,3.0
aa4a681ea192401ab469b616f8fe6885,211,M,64,2018-07-20,38000.0,6,10.54,5.0,2.1079999999999997,0.0,6.0,3.0
ae40f2f496e84ed29e7638b0bccee9a4,212,F,54,2015-10-06,99000.0,1024,163.18,7.0,23.31142857142857,3.0,6.0,5.0
5a3d291f75984396b6eb2800206ec716,214,M,82,2018-01-08,72000.0,199,16.430000000000003,3.0,5.4766666666666675,2.0,4.0,2.0
bf2c086d4c4049289df1e0c8ea08f55c,216,M,90,2018-05-09,45000.0,78,10.76,5.0,2.152,1.0,4.0,2.0
5b9c1a35c0144b6ab584e666dec7c531,217,F,34,2018-04-17,67000.0,100,19.060000000000002,7.0,2.7228571428571433,0.0,5.0,3.0
ad3c443c9ce34aa38929b0a84cb14c04,218,M,44,2018-07-18,53000.0,8,69.32000000000001,6.0,11.553333333333335,1.0,3.0,3.0
688e4f2487d44ad8bbcc0f96936f42d6,219,F,79,2018-07-11,106000.0,15,0.0,0.0,0.0,0.0,4.0,2.0
73c157a4b8e342fcb5d8479d8cb41e81,220,F,58,2016-12-31,95000.0,572,321.03,11.0,29.184545454545454,3.0,5.0,2.0
e737ff591120415581ddbe817b8c82ca,222,F,47,2016-01-05,74000.0,933,254.69,14.0,18.19214285714286,2.0,3.0,2.0
9cb34ff9de694c578154da3efc9915db,223,F,60,2017-11-17,59000.0,251,24.6,7.0,3.5142857142857147,1.0,6.0,3.0
32189735a963491082e35dd4c3221690,224,M,83,2017-08-07,54000.0,353,164.79,13.0,12.676153846153845,2.0,4.0,3.0
4e5923e5deab4d5cb1624a0b1cc9909c,225,F,74,2018-05-17,103000.0,70,0.0,0.0,0.0,0.0,6.0,3.0
2c5c71b7bfaa4e3e8088fc177e6e559b,226,M,89,2015-09-17,101000.0,1043,160.52,5.0,32.104,1.0,4.0,3.0
307245a5204947e5a9f952daffcad5f2,227,M,68,2016-03-05,62000.0,873,142.3,9.0,15.811111111111112,4.0,4.0,4.0
eb834c09384149e88983526893d4d0cb,228,F,63,2017-11-27,110000.0,241,102.67,5.0,20.534,3.0,5.0,2.0
f93884685d214230bbc7c5f46aef121f,229,F,40,2018-07-06,51000.0,20,72.2,5.0,14.440000000000001,0.0,4.0,4.0
341276cb09ac42ad8473be091b52b082,230,F,79,2017-12-17,99000.0,221,161.85,7.0,23.12142857142857,1.0,4.0,3.0
18174519037241e9b1ddcb627ca4dc41,231,M,71,2018-03-21,30000.0,127,12.49,5.0,2.498,0.0,3.0,1.0
978d48db5c714a4490d904412f85b502,232,F,76,2015-09-06,114000.0,1054,183.18,7.0,26.16857142857143,5.0,6.0,4.0
2f442d5255324bbd9438b8a213544532,233,M,89,2016-05-28,96000.0,789,140.53,6.0,23.421666666666667,4.0,5.0,5.0
044f41cfd98940119477d73c81f973a3,234,M,63,2017-07-29,36000.0,362,12.16,6.0,2.026666666666667,1.0,6.0,4.0
